Price,Close,High,Low,Open,Volume
Ticker,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS
Datetime,,,,,
2025-09-11 10:55:00+05:30,1383.9000244140625,1383.9000244140625,1382.699951171875,1382.9000244140625,35173
2025-09-11 11:00:00+05:30,1384.9000244140625,1385.0,1383.199951171875,1383.5,187668
2025-09-11 11:05:00+05:30,1384.699951171875,1385.300048828125,1384.4000244140625,1384.9000244140625,51647
2025-09-11 11:10:00+05:30,1384.4000244140625,1384.9000244140625,1384.199951171875,1384.800048828125,32835
2025-09-11 11:15:00+05:30,1384.5,1384.9000244140625,1383.9000244140625,1384.300048828125,61571
2025-09-11 11:20:00+05:30,1383.0999755859375,1384.800048828125,1382.800048828125,1384.699951171875,99812
2025-09-11 11:25:00+05:30,1383.9000244140625,1384.0,1382.9000244140625,1382.9000244140625,48786
2025-09-11 11:30:00+05:30,1383.9000244140625,1384.199951171875,1383.699951171875,1383.9000244140625,43636
2025-09-11 11:35:00+05:30,1383.9000244140625,1384.699951171875,1383.5,1383.800048828125,124399
2025-09-11 11:40:00+05:30,1382.9000244140625,1383.9000244140625,1382.4000244140625,1383.699951171875,176639
2025-09-11 11:45:00+05:30,1383.0,1383.0999755859375,1382.0,1383.0,44156
2025-09-11 11:50:00+05:30,1382.300048828125,1383.0,1382.199951171875,1382.9000244140625,25048
2025-09-11 11:55:00+05:30,1382.5,1382.800048828125,1382.199951171875,1382.199951171875,23606
2025-09-11 12:00:00+05:30,1383.0,1383.0,1382.300048828125,1382.300048828125,27678
2025-09-11 12:05:00+05:30,1382.300048828125,1383.0999755859375,1382.300048828125,1383.0,28072
2025-09-11 12:10:00+05:30,1382.9000244140625,1383.0,1382.199951171875,1382.300048828125,19197
2025-09-11 12:15:00+05:30,1384.4000244140625,1384.5999755859375,1382.5,1382.5,78395
2025-09-11 12:20:00+05:30,1383.300048828125,1384.5999755859375,1381.0999755859375,1384.4000244140625,212180
2025-09-11 12:25:00+05:30,1383.0999755859375,1383.5999755859375,1381.800048828125,1382.699951171875,57059
2025-09-11 12:30:00+05:30,1384.5,1385.300048828125,1382.699951171875,1383.5999755859375,175001
2025-09-11 12:35:00+05:30,1384.0999755859375,1384.5,1383.699951171875,1384.300048828125,35958
2025-09-11 12:40:00+05:30,1384.699951171875,1385.0,1384.0,1384.4000244140625,58291
2025-09-11 12:45:00+05:30,1384.0999755859375,1384.699951171875,1384.0,1384.699951171875,27974
2025-09-11 12:50:00+05:30,1384.199951171875,1384.699951171875,1383.5999755859375,1384.0,51621
2025-09-11 12:55:00+05:30,1383.0999755859375,1384.5999755859375,1383.0,1384.5999755859375,207372
2025-09-11 13:00:00+05:30,1383.699951171875,1383.9000244140625,1382.5999755859375,1383.0999755859375,31385
2025-09-11 13:05:00+05:30,1384.0999755859375,1384.4000244140625,1383.5,1383.5999755859375,32387
2025-09-11 13:10:00+05:30,1384.0,1384.4000244140625,1383.9000244140625,1384.0999755859375,25318
2025-09-11 13:15:00+05:30,1384.0999755859375,1384.0999755859375,1383.5999755859375,1384.0,53516
2025-09-11 13:20:00+05:30,1383.0,1384.0999755859375,1382.9000244140625,1384.0999755859375,105587
2025-09-11 13:25:00+05:30,1384.300048828125,1384.300048828125,1383.0,1383.0,62012
2025-09-11 13:30:00+05:30,1384.199951171875,1385.0,1383.0,1384.300048828125,180439
2025-09-11 13:35:00+05:30,1384.300048828125,1384.5,1384.0,1384.0999755859375,20739
2025-09-11 13:40:00+05:30,1384.0,1384.5,1383.5999755859375,1384.0999755859375,21367
2025-09-11 13:45:00+05:30,1382.5999755859375,1384.5,1382.0999755859375,1383.9000244140625,234612
2025-09-11 13:50:00+05:30,1383.0,1384.699951171875,1381.5,1382.800048828125,285679
2025-09-11 13:55:00+05:30,1382.4000244140625,1384.5,1381.699951171875,1383.5999755859375,336291
2025-09-11 14:00:00+05:30,1381.4000244140625,1382.4000244140625,1381.0,1382.4000244140625,49153
2025-09-11 14:05:00+05:30,1380.5999755859375,1381.800048828125,1380.5,1381.300048828125,35181
2025-09-11 14:10:00+05:30,1380.300048828125,1380.5999755859375,1380.0999755859375,1380.5999755859375,35820
2025-09-11 14:15:00+05:30,1381.0999755859375,1381.5,1379.5999755859375,1380.300048828125,195888
2025-09-11 14:20:00+05:30,1381.300048828125,1382.5999755859375,1379.9000244140625,1381.0999755859375,314013
2025-09-11 14:25:00+05:30,1381.4000244140625,1381.5999755859375,1381.0,1381.5,33926
2025-09-11 14:30:00+05:30,1381.300048828125,1381.5,1379.4000244140625,1381.4000244140625,160718
2025-09-11 14:35:00+05:30,1380.5,1381.699951171875,1379.0,1381.5999755859375,319950
2025-09-11 14:40:00+05:30,1381.699951171875,1381.9000244140625,1380.0,1380.5999755859375,129992
2025-09-11 14:45:00+05:30,1382.199951171875,1383.5999755859375,1381.0999755859375,1381.4000244140625,389515
2025-09-11 14:50:00+05:30,1383.9000244140625,1384.0999755859375,1380.5,1382.199951171875,397957
2025-09-11 14:55:00+05:30,1384.800048828125,1385.0999755859375,1382.199951171875,1383.9000244140625,401541
2025-09-11 15:00:00+05:30,1384.0,1384.800048828125,1383.199951171875,1384.800048828125,342514
2025-09-11 15:05:00+05:30,1383.300048828125,1384.5999755859375,1381.699951171875,1383.800048828125,456289
2025-09-11 15:10:00+05:30,1382.4000244140625,1384.800048828125,1382.0999755859375,1383.0,701398
2025-09-11 15:15:00+05:30,1382.800048828125,1384.4000244140625,1382.5999755859375,1382.9000244140625,354415
2025-09-11 15:20:00+05:30,1382.300048828125,1382.800048828125,1381.9000244140625,1382.800048828125,191489
2025-09-11 15:25:00+05:30,1383.300048828125,1383.300048828125,1381.9000244140625,1382.4000244140625,0
2025-09-12 09:15:00+05:30,1386.5999755859375,1388.0,1382.800048828125,1382.800048828125,476078
2025-09-12 09:20:00+05:30,1387.0,1388.0,1385.9000244140625,1386.5999755859375,129693
2025-09-12 09:25:00+05:30,1386.4000244140625,1387.0999755859375,1385.5,1387.0,67893
2025-09-12 09:30:00+05:30,1386.800048828125,1386.800048828125,1386.0999755859375,1386.300048828125,97362
2025-09-12 09:35:00+05:30,1387.4000244140625,1387.699951171875,1386.5,1386.699951171875,49782
2025-09-12 09:40:00+05:30,1391.0999755859375,1391.5,1387.5,1387.5,280471
2025-09-12 09:45:00+05:30,1390.9000244140625,1392.0,1390.699951171875,1391.0999755859375,160310
2025-09-12 09:50:00+05:30,1392.9000244140625,1392.9000244140625,1390.5,1390.800048828125,125804
2025-09-12 09:55:00+05:30,1391.199951171875,1393.0,1391.199951171875,1392.9000244140625,114164
2025-09-12 10:00:00+05:30,1391.5999755859375,1393.0,1391.0999755859375,1391.4000244140625,72866
2025-09-12 10:05:00+05:30,1390.800048828125,1391.5,1390.300048828125,1391.300048828125,40144
2025-09-12 10:10:00+05:30,1391.0999755859375,1391.699951171875,1390.699951171875,1390.699951171875,60634
2025-09-12 10:15:00+05:30,1391.199951171875,1391.699951171875,1391.0,1391.0999755859375,46103
2025-09-12 10:20:00+05:30,1391.4000244140625,1391.9000244140625,1390.800048828125,1391.199951171875,48557
2025-09-12 10:25:00+05:30,1390.0,1391.5999755859375,1390.0,1391.4000244140625,53266
2025-09-12 10:30:00+05:30,1390.4000244140625,1390.5999755859375,1390.0,1390.0,30310
2025-09-12 10:35:00+05:30,1389.9000244140625,1390.5,1389.4000244140625,1390.5,36823
2025-09-12 10:40:00+05:30,1391.699951171875,1391.699951171875,1389.5999755859375,1389.5999755859375,48090
2025-09-12 10:45:00+05:30,1394.0,1394.0,1391.5,1392.0,106281
2025-09-12 10:50:00+05:30,1392.0,1394.0,1392.0,1393.800048828125,86289
2025-09-12 10:55:00+05:30,1392.0999755859375,1393.199951171875,1391.4000244140625,1391.5,100922
2025-09-12 11:00:00+05:30,1393.0999755859375,1394.0,1390.5,1392.0999755859375,264807
2025-09-12 11:05:00+05:30,1395.800048828125,1396.0,1393.0,1393.0999755859375,212914
2025-09-12 11:10:00+05:30,1394.0,1396.0,1393.9000244140625,1395.800048828125,85010
2025-09-12 11:15:00+05:30,1394.199951171875,1394.5,1393.5,1394.0,64371
2025-09-12 11:20:00+05:30,1394.5,1395.300048828125,1393.699951171875,1394.199951171875,199978
2025-09-12 11:25:00+05:30,1396.0,1396.199951171875,1394.5,1394.5,98671
2025-09-12 11:30:00+05:30,1395.5,1396.0,1395.199951171875,1396.0,55293
2025-09-12 11:35:00+05:30,1394.800048828125,1395.9000244140625,1393.699951171875,1395.5999755859375,83529
2025-09-12 11:40:00+05:30,1394.9000244140625,1395.0999755859375,1393.699951171875,1394.800048828125,64579
2025-09-12 11:45:00+05:30,1394.5999755859375,1395.0999755859375,1394.300048828125,1395.0,68574
2025-09-12 11:50:00+05:30,1394.699951171875,1394.9000244140625,1394.0,1394.699951171875,52665
2025-09-12 11:55:00+05:30,1393.9000244140625,1394.800048828125,1393.4000244140625,1394.800048828125,52714
2025-09-12 12:00:00+05:30,1393.9000244140625,1394.0,1393.699951171875,1393.800048828125,40696
2025-09-12 12:05:00+05:30,1393.5999755859375,1394.0,1393.5,1393.9000244140625,29168
2025-09-12 12:10:00+05:30,1393.300048828125,1393.5999755859375,1393.0999755859375,1393.5999755859375,35469
2025-09-12 12:15:00+05:30,1394.0,1394.0,1393.0,1393.199951171875,71063
2025-09-12 12:20:00+05:30,1395.199951171875,1395.300048828125,1393.800048828125,1393.800048828125,86799
2025-09-12 12:25:00+05:30,1394.800048828125,1395.9000244140625,1394.699951171875,1395.199951171875,73127
2025-09-12 12:30:00+05:30,1394.0999755859375,1394.699951171875,1394.0,1394.699951171875,69074
2025-09-12 12:35:00+05:30,1393.300048828125,1394.199951171875,1393.300048828125,1394.0999755859375,36064
2025-09-12 12:40:00+05:30,1393.0,1393.9000244140625,1392.699951171875,1393.300048828125,74475
2025-09-12 12:45:00+05:30,1394.300048828125,1394.5999755859375,1392.699951171875,1393.0,72575
2025-09-12 12:50:00+05:30,1392.9000244140625,1394.4000244140625,1392.800048828125,1394.300048828125,57383
2025-09-12 12:55:00+05:30,1393.0999755859375,1393.199951171875,1392.0,1392.800048828125,71138
2025-09-12 13:00:00+05:30,1392.4000244140625,1393.300048828125,1392.300048828125,1393.199951171875,48176
2025-09-12 13:05:00+05:30,1391.699951171875,1392.5,1391.0,1392.5,87574
2025-09-12 13:10:00+05:30,1391.5999755859375,1391.800048828125,1391.5,1391.5,35312
2025-09-12 13:15:00+05:30,1391.9000244140625,1392.0999755859375,1391.5,1391.699951171875,55672
2025-09-12 13:20:00+05:30,1391.5,1391.9000244140625,1391.300048828125,1391.9000244140625,76254
2025-09-12 13:25:00+05:30,1391.4000244140625,1391.5999755859375,1391.199951171875,1391.300048828125,63885
2025-09-12 13:30:00+05:30,1391.300048828125,1391.5,1391.0,1391.4000244140625,28616
2025-09-12 13:35:00+05:30,1392.0999755859375,1392.199951171875,1391.0999755859375,1391.199951171875,151489
2025-09-12 13:40:00+05:30,1391.5999755859375,1392.300048828125,1391.4000244140625,1392.0999755859375,72326
2025-09-12 13:45:00+05:30,1391.0999755859375,1391.9000244140625,1391.0,1391.800048828125,41948
2025-09-12 13:50:00+05:30,1392.9000244140625,1392.9000244140625,1391.0999755859375,1391.199951171875,82926
2025-09-12 13:55:00+05:30,1393.5,1393.5999755859375,1392.5,1392.5999755859375,47079
2025-09-12 14:00:00+05:30,1395.0,1395.0,1393.5,1393.5999755859375,72010
2025-09-12 14:05:00+05:30,1394.699951171875,1395.300048828125,1394.5999755859375,1395.0,151002
2025-09-12 14:10:00+05:30,1395.199951171875,1395.300048828125,1394.4000244140625,1394.699951171875,68819
2025-09-12 14:15:00+05:30,1395.4000244140625,1395.4000244140625,1394.800048828125,1395.0,41344
2025-09-12 14:20:00+05:30,1395.0999755859375,1395.5,1395.0,1395.300048828125,80488
2025-09-12 14:25:00+05:30,1395.0999755859375,1395.4000244140625,1395.0,1395.0999755859375,69129
2025-09-12 14:30:00+05:30,1394.5,1395.4000244140625,1394.199951171875,1395.4000244140625,127369
2025-09-12 14:35:00+05:30,1393.5999755859375,1395.0999755859375,1393.4000244140625,1395.0,167456
2025-09-12 14:40:00+05:30,1394.0999755859375,1394.5,1393.300048828125,1393.5999755859375,127209
2025-09-12 14:45:00+05:30,1393.9000244140625,1394.5,1393.800048828125,1394.199951171875,51848
2025-09-12 14:50:00+05:30,1394.699951171875,1394.699951171875,1393.5999755859375,1394.0,90101
2025-09-12 14:55:00+05:30,1394.5,1395.0999755859375,1394.4000244140625,1394.800048828125,92445
2025-09-12 15:00:00+05:30,1394.9000244140625,1395.300048828125,1394.4000244140625,1394.4000244140625,203943
2025-09-12 15:05:00+05:30,1395.0999755859375,1395.5,1394.699951171875,1394.9000244140625,160362
2025-09-12 15:10:00+05:30,1395.4000244140625,1395.800048828125,1395.0999755859375,1395.0999755859375,291524
2025-09-12 15:15:00+05:30,1394.5999755859375,1395.300048828125,1394.4000244140625,1395.199951171875,169928
2025-09-12 15:20:00+05:30,1394.699951171875,1394.9000244140625,1394.4000244140625,1394.5999755859375,196189
2025-09-12 15:25:00+05:30,1395.0,1395.5999755859375,1394.0,1394.9000244140625,197699
2025-09-15 09:15:00+05:30,1395.300048828125,1396.699951171875,1392.5999755859375,1394.0,0
2025-09-15 09:20:00+05:30,1395.300048828125,1395.800048828125,1394.0,1395.199951171875,115625
2025-09-15 09:25:00+05:30,1394.0,1396.0,1393.5999755859375,1395.0,89912
2025-09-15 09:30:00+05:30,1392.300048828125,1394.9000244140625,1392.0,1394.4000244140625,87877
2025-09-15 09:35:00+05:30,1391.5999755859375,1392.4000244140625,1391.0,1392.4000244140625,60830
2025-09-15 09:40:00+05:30,1391.9000244140625,1392.5,1391.300048828125,1391.5999755859375,52301
2025-09-15 09:45:00+05:30,1393.0999755859375,1393.199951171875,1391.699951171875,1392.0,41242
2025-09-15 09:50:00+05:30,1394.800048828125,1394.800048828125,1393.5,1393.5,36492
2025-09-15 09:55:00+05:30,1392.5,1394.9000244140625,1392.5,1394.800048828125,81744
2025-09-15 10:00:00+05:30,1392.199951171875,1393.0,1392.0,1392.699951171875,27020
2025-09-15 10:05:00+05:30,1391.699951171875,1393.0999755859375,1391.4000244140625,1392.300048828125,47854
2025-09-15 10:10:00+05:30,1392.0,1392.5,1391.699951171875,1392.0999755859375,17526
2025-09-15 10:15:00+05:30,1391.699951171875,1392.4000244140625,1391.5,1392.0,34547
2025-09-15 10:20:00+05:30,1392.0999755859375,1392.5999755859375,1391.699951171875,1391.800048828125,18443
2025-09-15 10:25:00+05:30,1392.300048828125,1392.699951171875,1392.0999755859375,1392.0999755859375,25034
2025-09-15 10:30:00+05:30,1392.199951171875,1392.800048828125,1392.199951171875,1392.300048828125,32577
2025-09-15 10:35:00+05:30,1391.300048828125,1392.5999755859375,1391.0,1392.199951171875,68131
2025-09-15 10:40:00+05:30,1391.0,1391.9000244140625,1391.0,1391.300048828125,28177
2025-09-15 10:45:00+05:30,1391.0,1391.5999755859375,1388.699951171875,1391.0,160088
2025-09-15 10:50:00+05:30,1391.9000244140625,1392.0,1391.0,1391.5999755859375,32546
2025-09-15 10:55:00+05:30,1391.9000244140625,1392.5,1391.5,1391.5,48331
2025-09-15 11:00:00+05:30,1392.5999755859375,1392.5999755859375,1391.800048828125,1391.800048828125,22014
2025-09-15 11:05:00+05:30,1392.199951171875,1392.800048828125,1392.0999755859375,1392.300048828125,24399
2025-09-15 11:10:00+05:30,1391.9000244140625,1392.699951171875,1391.9000244140625,1392.199951171875,20573
2025-09-15 11:15:00+05:30,1391.699951171875,1392.300048828125,1391.699951171875,1392.0,20749
2025-09-15 11:20:00+05:30,1392.199951171875,1392.5999755859375,1391.5999755859375,1391.699951171875,12730
2025-09-15 11:25:00+05:30,1392.699951171875,1393.0999755859375,1392.4000244140625,1392.5,25389
2025-09-15 11:30:00+05:30,1393.800048828125,1394.0,1392.0,1393.0999755859375,69329
2025-09-15 11:35:00+05:30,1394.300048828125,1394.300048828125,1393.5999755859375,1394.0,42871
2025-09-15 11:40:00+05:30,1394.300048828125,1394.800048828125,1394.0,1394.300048828125,28243
2025-09-15 11:45:00+05:30,1394.9000244140625,1394.9000244140625,1394.0,1394.300048828125,26599
2025-09-15 11:50:00+05:30,1395.0,1395.800048828125,1394.5999755859375,1394.699951171875,117756
2025-09-15 11:55:00+05:30,1395.300048828125,1395.800048828125,1395.0,1395.4000244140625,38732
2025-09-15 12:00:00+05:30,1395.9000244140625,1396.4000244140625,1395.199951171875,1395.300048828125,80764
2025-09-15 12:05:00+05:30,1395.4000244140625,1396.199951171875,1395.0999755859375,1395.4000244140625,51938
2025-09-15 12:10:00+05:30,1394.9000244140625,1395.5,1394.5999755859375,1395.4000244140625,38454
2025-09-15 12:15:00+05:30,1394.699951171875,1395.0,1394.4000244140625,1395.0,20985
2025-09-15 12:20:00+05:30,1395.0,1395.5,1394.5999755859375,1394.800048828125,45869
2025-09-15 12:25:00+05:30,1395.199951171875,1395.5999755859375,1395.0,1395.0,19073
2025-09-15 12:30:00+05:30,1396.4000244140625,1396.4000244140625,1395.199951171875,1395.5999755859375,47755
2025-09-15 12:35:00+05:30,1396.0,1396.5999755859375,1395.9000244140625,1396.4000244140625,28179
2025-09-15 12:40:00+05:30,1394.9000244140625,1396.300048828125,1394.9000244140625,1395.9000244140625,58727
2025-09-15 12:45:00+05:30,1395.5,1395.699951171875,1394.800048828125,1394.9000244140625,20170
2025-09-15 12:50:00+05:30,1394.5,1395.5999755859375,1394.5,1395.0,33335
2025-09-15 12:55:00+05:30,1395.0999755859375,1395.5,1393.5999755859375,1394.5999755859375,135546
2025-09-15 13:00:00+05:30,1394.4000244140625,1395.4000244140625,1393.5999755859375,1394.9000244140625,35458
2025-09-15 13:05:00+05:30,1395.699951171875,1396.0,1394.0999755859375,1394.0999755859375,34164
2025-09-15 13:10:00+05:30,1396.0999755859375,1396.800048828125,1395.699951171875,1395.699951171875,33275
2025-09-15 13:15:00+05:30,1398.199951171875,1398.9000244140625,1395.4000244140625,1396.199951171875,111851
2025-09-15 13:20:00+05:30,1398.9000244140625,1399.0,1396.800048828125,1398.199951171875,96392
2025-09-15 13:25:00+05:30,1398.800048828125,1399.800048828125,1397.5,1398.9000244140625,113336
2025-09-15 13:30:00+05:30,1398.4000244140625,1399.0999755859375,1398.0999755859375,1398.9000244140625,39970
2025-09-15 13:35:00+05:30,1398.4000244140625,1398.5999755859375,1397.4000244140625,1398.4000244140625,38696
2025-09-15 13:40:00+05:30,1394.800048828125,1398.5,1393.4000244140625,1398.0,210252
2025-09-15 13:45:00+05:30,1394.800048828125,1396.9000244140625,1393.699951171875,1395.0,174118
2025-09-15 13:50:00+05:30,1396.5999755859375,1396.800048828125,1393.5,1394.800048828125,111301
2025-09-15 13:55:00+05:30,1396.5999755859375,1397.199951171875,1396.199951171875,1396.699951171875,25774
2025-09-15 14:00:00+05:30,1397.199951171875,1397.5999755859375,1396.5,1397.0,36571
2025-09-15 14:05:00+05:30,1398.0999755859375,1399.0999755859375,1397.0,1397.5,137820
2025-09-15 14:10:00+05:30,1397.300048828125,1398.300048828125,1397.199951171875,1398.0,26914
2025-09-15 14:15:00+05:30,1396.800048828125,1397.5,1396.0999755859375,1397.300048828125,72744
2025-09-15 14:20:00+05:30,1396.0999755859375,1397.5,1394.0999755859375,1396.9000244140625,218107
2025-09-15 14:25:00+05:30,1396.199951171875,1396.5999755859375,1395.699951171875,1396.0999755859375,42403
2025-09-15 14:30:00+05:30,1397.199951171875,1397.5,1395.9000244140625,1396.199951171875,31543
2025-09-15 14:35:00+05:30,1397.199951171875,1397.5999755859375,1397.0,1397.300048828125,27954
2025-09-15 14:40:00+05:30,1399.199951171875,1399.9000244140625,1397.199951171875,1397.4000244140625,184646
2025-09-15 14:45:00+05:30,1398.9000244140625,1400.0,1397.9000244140625,1399.199951171875,136851
2025-09-15 14:50:00+05:30,1399.800048828125,1399.800048828125,1398.800048828125,1399.0999755859375,41132
2025-09-15 14:55:00+05:30,1398.800048828125,1399.9000244140625,1398.699951171875,1399.9000244140625,39354
2025-09-15 15:00:00+05:30,1398.699951171875,1399.5,1398.4000244140625,1399.0,170764
2025-09-15 15:05:00+05:30,1400.0,1400.699951171875,1398.699951171875,1399.0999755859375,221237
2025-09-15 15:10:00+05:30,1399.9000244140625,1400.300048828125,1399.800048828125,1400.0,123685
2025-09-15 15:15:00+05:30,1398.9000244140625,1399.9000244140625,1398.699951171875,1399.9000244140625,199179
2025-09-15 15:20:00+05:30,1398.800048828125,1398.9000244140625,1398.5999755859375,1398.800048828125,119265
2025-09-15 15:25:00+05:30,1399.300048828125,1399.4000244140625,1398.0999755859375,1398.699951171875,0
2025-09-16 09:15:00+05:30,1404.0999755859375,1404.4000244140625,1400.5,1401.699951171875,625336
2025-09-16 09:20:00+05:30,1405.4000244140625,1405.699951171875,1402.4000244140625,1404.199951171875,156698
2025-09-16 09:25:00+05:30,1403.0999755859375,1405.0999755859375,1403.0,1405.0999755859375,54987
2025-09-16 09:30:00+05:30,1403.9000244140625,1403.9000244140625,1402.0,1403.4000244140625,61020
2025-09-16 09:35:00+05:30,1405.4000244140625,1405.4000244140625,1403.4000244140625,1403.5,48355
2025-09-16 09:40:00+05:30,1404.5,1405.5999755859375,1403.199951171875,1405.5,97509
2025-09-16 09:45:00+05:30,1404.9000244140625,1405.0,1403.800048828125,1404.5,40214
2025-09-16 09:50:00+05:30,1405.0999755859375,1405.4000244140625,1404.199951171875,1404.5999755859375,85387
2025-09-16 09:55:00+05:30,1403.800048828125,1405.0999755859375,1403.300048828125,1404.800048828125,60843
2025-09-16 10:00:00+05:30,1403.800048828125,1405.4000244140625,1403.300048828125,1403.9000244140625,110779
2025-09-16 10:05:00+05:30,1404.0,1404.0,1402.9000244140625,1403.800048828125,59186
2025-09-16 10:10:00+05:30,1403.199951171875,1404.0,1403.0,1403.5,37779
2025-09-16 10:15:00+05:30,1404.0,1404.5,1403.0999755859375,1403.300048828125,45377
2025-09-16 10:20:00+05:30,1404.0,1404.5,1403.5999755859375,1404.0999755859375,23996
2025-09-16 10:25:00+05:30,1405.0,1405.4000244140625,1403.800048828125,1404.0,81731
2025-09-16 10:30:00+05:30,1405.0,1405.0,1404.5999755859375,1405.0,37015
2025-09-16 10:40:00+05:30,1406.699951171875,1408.0,1406.0,1407.5,236461
2025-09-16 10:55:00+05:30,1406.0,1406.0999755859375,1405.0,1405.0,240745
2025-09-16 11:00:00+05:30,1405.199951171875,1405.300048828125,1405.0,1405.199951171875,94722
2025-09-16 11:05:00+05:30,1405.9000244140625,1406.0,1405.0,1405.199951171875,44965
2025-09-16 11:10:00+05:30,1406.199951171875,1406.5,1405.4000244140625,1405.800048828125,61526
2025-09-16 11:15:00+05:30,1406.800048828125,1407.0,1405.699951171875,1406.199951171875,55067
2025-09-16 11:20:00+05:30,1407.5999755859375,1407.699951171875,1406.5,1406.800048828125,73354
2025-09-16 11:25:00+05:30,1406.4000244140625,1407.699951171875,1406.0,1407.5,45109
2025-09-16 11:35:00+05:30,1406.5,1406.9000244140625,1406.0,1406.4000244140625,181791
2025-09-16 11:40:00+05:30,1406.4000244140625,1406.800048828125,1406.199951171875,1406.699951171875,60202
2025-09-16 11:45:00+05:30,1404.5999755859375,1406.800048828125,1404.300048828125,1406.0,170514
2025-09-16 11:50:00+05:30,1404.699951171875,1405.199951171875,1404.300048828125,1404.800048828125,15514
2025-09-16 11:55:00+05:30,1402.699951171875,1403.5999755859375,1402.0,1403.4000244140625,170175
2025-09-16 12:00:00+05:30,1402.699951171875,1403.300048828125,1402.5,1402.699951171875,68482
2025-09-16 12:05:00+05:30,1401.699951171875,1403.199951171875,1401.199951171875,1402.699951171875,134325
2025-09-16 12:10:00+05:30,1401.300048828125,1402.5999755859375,1401.0999755859375,1401.5999755859375,84803
2025-09-16 12:15:00+05:30,1402.0,1402.5999755859375,1400.0,1401.199951171875,131223
2025-09-16 12:20:00+05:30,1403.0999755859375,1403.300048828125,1401.5,1401.800048828125,60595
2025-09-16 12:25:00+05:30,1402.699951171875,1403.800048828125,1402.5999755859375,1403.300048828125,52545
2025-09-16 12:30:00+05:30,1403.0,1403.300048828125,1402.0999755859375,1402.800048828125,52911
2025-09-16 12:35:00+05:30,1402.9000244140625,1403.300048828125,1402.800048828125,1403.0,23755
2025-09-16 12:40:00+05:30,1403.0,1403.300048828125,1402.4000244140625,1402.9000244140625,39584
2025-09-16 12:45:00+05:30,1403.0999755859375,1403.4000244140625,1403.0,1403.0999755859375,25697
2025-09-16 12:50:00+05:30,1403.4000244140625,1403.5,1402.699951171875,1403.0999755859375,42792
2025-09-16 12:55:00+05:30,1402.699951171875,1403.5,1402.699951171875,1403.5,32836
2025-09-16 13:00:00+05:30,1402.0,1402.9000244140625,1401.800048828125,1402.699951171875,27193
2025-09-16 13:05:00+05:30,1401.9000244140625,1402.0,1401.0,1401.9000244140625,60968
2025-09-16 13:10:00+05:30,1400.800048828125,1401.9000244140625,1400.4000244140625,1401.800048828125,51034
2025-09-16 13:15:00+05:30,1400.0999755859375,1400.9000244140625,1400.0,1400.9000244140625,37589
2025-09-16 13:20:00+05:30,1401.0,1401.5,1400.199951171875,1400.199951171875,37355
2025-09-16 13:25:00+05:30,1400.0,1401.0,1400.0,1401.0,68915
2025-09-16 13:30:00+05:30,1399.199951171875,1400.199951171875,1399.199951171875,1400.199951171875,49782
2025-09-16 13:35:00+05:30,1399.699951171875,1399.9000244140625,1399.199951171875,1399.199951171875,37381
